case_id,message_id,user_id,direction,text,pais_usuario,channel,ts,category,subcategory,sentiment,urgency,confidence,is_fraud,suggested_response,reasoning
CASE-085,MSG-296,AGENT-05,OUTBOUND,"Por ahora no directamente, pero puedes transferir al RUT de la ONG.",Chile,No especificado,2026-05-06T04:35:29.035232+00:00,,,,,,,,
CASE-085,MSG-297,USR-119,INBOUND,"Sería bueno que lo pongan como botón, así es más rápido ayudar.",Chile,No especificado,2026-05-06T04:35:29.037725+00:00,PRODUCTO_INFO,FUNCIONALIDAD_NUEVA,POSITIVO,BAJA,0.92,False,,El usuario consulta sobre una funcionalidad de donaciones no disponible actualmente y sugiere una mejora en la plataforma.
CASE-086,MSG-298,USR-240,INBOUND,El QR de Global no me funcionó en una tienda en Buenos Aires.,Argentina,No especificado,2026-05-06T04:35:30.999487+00:00,APP_PLATAFORMA,ERROR_TECNICO,NEGATIVO,MEDIA,0.75,False,,"El usuario reporta un fallo en la funcionalidad del QR de Global66 en punto de venta, lo que se clasifica como un error técnico en la plataforma."
CASE-086,MSG-299,AGENT-01,OUTBOUND,¿Era un QR de Mercado Pago o de otro sistema?,Argentina,No especificado,2026-05-06T04:35:35.196682+00:00,,,,,,,,
CASE-086,MSG-300,USR-240,INBOUND,Era Mercado Pago. Salió 'Error de lectura de emisor'.,Argentina,No especificado,2026-05-06T04:35:35.201107+00:00,APP_PLATAFORMA,ERROR_TECNICO,NEUTRAL,MEDIA,0.75,False,,"El usuario reporta un error técnico al intentar usar un QR de Mercado Pago con su cuenta de Global66, específicamente un mensaje de error de lectura del emisor, lo que sugiere un problema de integración o funcionamiento de la plataforma."
CASE-086,MSG-301,USR-240,INBOUND,Tuve que pagar en efectivo. Pasé una vergüenza terrible.,Argentina,No especificado,2026-05-06T04:35:37.121297+00:00,APP_PLATAFORMA,ERROR_TECNICO,NEGATIVO,MEDIA,0.85,False,,"El usuario reporta un error técnico al intentar usar un QR de Mercado Pago con su cuenta Global66, resultando en una experiencia negativa pero sin indicios de fraude o seguridad comprometida."
CASE-087,MSG-302,USR-812,INBOUND,Solicito el cierre de mi cuenta y que no me llamen más para préstamos.,México,No especificado,2026-05-06T04:35:43.652429+00:00,CUENTA_PERFIL,CIERRE_CUENTA,NEGATIVO,MEDIA,0.95,False,,"El usuario solicita explícitamente el cierre de su cuenta y expresa molestia por contactos de marketing no deseados, sin evidencia de fraude o incidente de seguridad."
CASE-087,MSG-303,AGENT-03,OUTBOUND,Lamentamos que te vayas. ¿Hubo algún problema con el servicio?,México,No especificado,2026-05-06T04:35:45.877338+00:00,,,,,,,,
CASE-087,MSG-304,USR-812,INBOUND,Me llaman 3 veces al día. Es acoso comercial. Borren mis datos.,México,No especificado,2026-05-06T04:35:45.882371+00:00,RECLAMO_QUEJA,MALA_ATENCION,NEGATIVO,ALTA,0.92,False,,"El usuario presenta una queja formal sobre acoso comercial mediante llamadas repetitivas (3 veces al día) y solicita cierre de cuenta y eliminación de datos personales, lo que constituye una mala atención al cliente con potencial implicación regulatoria sobre privacidad."
CASE-088,MSG-305,USR-342,INBOUND,Mi tarjeta de madera se despegó. La parte de arriba se salió.,Chile,No especificado,2026-05-06T04:35:48.192690+00:00,TARJETA,TARJETA_DANADA,NEUTRAL,MEDIA,0.95,False,,"El usuario reporta daño físico en su tarjeta de Global66 (despegue de material), lo que corresponde a la subcategoría TARJETA_DAÑADA bajo la categoría TARJETA."
CASE-088,MSG-306,AGENT-02,OUTBOUND,Envíanos una foto para gestionar la garantía de fabricación.,Chile,No especificado,2026-05-06T04:35:53.546235+00:00,,,,,,,,
CASE-088,MSG-307,USR-342,INBOUND,Aquí está la foto. Se nota que el pegamento falló. Quiero una nueva.,Chile,No especificado,2026-05-06T04:35:53.551621+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta daño físico en su tarjeta de madera (desepegue del material), solicita reposición por defecto de fabricación y proporciona evidencia fotográfica."
CASE-088,MSG-308,USR-342,INBOUND,"Y que no me cobren el envío, por favor.",Chile,No especificado,2026-05-06T04:35:55.920177+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta daño físico en su tarjeta de madera (despegamiento), proporciona evidencia fotográfica y solicita reposición sin costo de envío."
CASE-089,MSG-309,USR-525,INBOUND,Quiero enviar dinero a Rusia pero la app no me deja.,Colombia,No especificado,2026-05-06T04:36:01.616422+00:00,TRANSFERENCIAS_ENVIOS,RUTA_NO_DISPONIBLE,NEUTRAL,MEDIA,0.85,False,,"El usuario reporta que no puede enviar dinero a Rusia, lo que indica que la ruta hacia ese destino no está disponible o está bloqueada en la plataforma."
CASE-089,MSG-310,AGENT-04,OUTBOUND,"Por sanciones internacionales, la ruta a Rusia está bloqueada.",Colombia,No especificado,2026-05-06T04:36:03.749604+00:00,,,,,,,,
CASE-089,MSG-311,USR-525,INBOUND,¿Y hay alguna alternativa para mandar a un familiar allá?,Colombia,No especificado,2026-05-06T04:36:03.754292+00:00,TRANSFERENCIAS_ENVIOS,RUTA_NO_DISPONIBLE,NEUTRAL,MEDIA,0.92,False,,"El usuario consulta sobre limitaciones en rutas de transferencia internacional (Rusia) debido a restricciones regulatorias/de sanciones, sin indicios de actividad fraudulenta."
CASE-090,MSG-312,USR-128,INBOUND,No puedo ver mis movimientos de hace un año en la app.,Chile,No especificado,2026-05-06T04:36:06.135944+00:00,APP_PLATAFORMA,FUNCION_NO_DISPONIBLE,NEGATIVO,MEDIA,0.85,False,,"El usuario reporta incapacidad para acceder al historial de movimientos de hace un año en la aplicación, lo que indica un problema funcional o técnico en la plataforma."
CASE-090,MSG-313,AGENT-01,OUTBOUND,La app solo muestra los últimos 3 meses por rendimiento.,Chile,No especificado,2026-05-06T04:36:12.257227+00:00,,,,,,,,
CASE-090,MSG-314,USR-128,INBOUND,Necesito el reporte anual para mi declaración de impuestos.,Chile,No especificado,2026-05-06T04:36:12.260220+00:00,APP_PLATAFORMA,FUNCION_NO_DISPONIBLE,NEUTRAL,MEDIA,0.85,False,,"El usuario requiere acceso a movimientos históricos de más de 3 meses para fines de declaración de impuestos, lo que indica una limitación funcional en la plataforma para generar reportes anuales."
CASE-090,MSG-315,USR-128,INBOUND,Es absurdo que no pueda ver mi propia historia de gastos.,Chile,No especificado,2026-05-06T04:36:14.218353+00:00,APP_PLATAFORMA,FUNCION_NO_DISPONIBLE,NEGATIVO,MEDIA,0.85,False,,"El usuario reporta limitación funcional en la app para acceder al historial de movimientos de más de 3 meses, necesarios para su declaración de impuestos, expresando frustración por la restricción."
CASE-091,MSG-316,USR-419,INBOUND,Mi abuela no recibió el dinero en Venezuela. El banco dice que no hay nada.,Venezuela,No especificado,2026-05-06T04:36:19.591996+00:00,TRANSFERENCIAS_ENVIOS,DINERO_NO_RECIBIDO,NEGATIVO,ALTA,0.95,False,,"El usuario reporta que una transferencia a Venezuela no fue recibida, confirmado por el banco receptor que indica no tener registro del dinero."
CASE-091,MSG-317,AGENT-02,OUTBOUND,Danos el número de referencia para rastrear el pago con el operador.,Venezuela,No especificado,2026-05-06T04:36:21.512492+00:00,,,,,,,,
CASE-091,MSG-318,USR-419,INBOUND,"Es el REF-99022. Ella no tiene qué comer, por favor agilicen.",Venezuela,No especificado,2026-05-06T04:36:21.517317+00:00,TRANSFERENCIAS_ENVIOS,DINERO_NO_RECIBIDO,NEGATIVO,CRITICA,0.95,False,,"El usuario reporta una transferencia no recibida en Venezuela (REF-99022) con circunstancias humanitarias urgentes; no hay evidencia de fraude activo, pero sí de una falla operativa crítica que requiere escalación inmediata."
CASE-092,MSG-319,USR-710,INBOUND,Why was I charged 2 USD for a 'Card Verification'?,USA,No especificado,2026-05-06T04:36:27.107948+00:00,COBROS_COMISIONES,COMISION_INESPERADA,NEUTRAL,MEDIA,0.85,False,,"El usuario cuestiona un cargo de $2 USD por verificación de tarjeta, indicando desconocimiento de una comisión inesperada, típicamente relacionada con procesos de validación de tarjeta de crédito."
CASE-092,MSG-320,AGENT-03,OUTBOUND,It's a temporary hold by the merchant. It will be refunded in 7 days.,USA,No especificado,2026-05-06T04:36:29.240377+00:00,,,,,,,,
CASE-092,MSG-321,USR-710,INBOUND,It's been 10 days and I still don't have it back.,USA,No especificado,2026-05-06T04:36:29.243795+00:00,COBROS_COMISIONES,COMISION_INESPERADA,NEGATIVO,MEDIA,0.85,False,,"Usuario reclama un cargo de verificación de tarjeta de $2 USD que no ha sido reembolsado tras 10 días, excediendo el plazo prometido de 7 días; es un caso de comisión inesperada sin indicios de fraude activo."
CASE-092,MSG-322,USR-710,INBOUND,Your customer support is very slow on this matter.,USA,No especificado,2026-05-06T04:36:33.861949+00:00,COBROS_COMISIONES,COMISION_INESPERADA,NEGATIVO,MEDIA,0.85,False,,"Usuario reclama un cargo de $2 USD por verificación de tarjeta que no ha sido reembolsado después de 10 días, excediendo el plazo prometido de 7 días; además expresa insatisfacción con la velocidad del soporte."
CASE-093,MSG-323,USR-233,INBOUND,Intenté cargar saldo con mi tarjeta de crédito y me cobraron doble.,Argentina,No especificado,2026-05-06T04:36:36.270658+00:00,COBROS_COMISIONES,COBRO_DUPLICADO,NEGATIVO,ALTA,0.95,False,,"El usuario reporta un cargo duplicado al intentar cargar saldo con tarjeta de crédito, problema típico de COBRO_DUPLICADO dentro de COBROS_COMISIONES."
CASE-093,MSG-324,AGENT-01,OUTBOUND,Revisa si uno de los cobros aparece como 'Pendiente' en tu banco.,Argentina,No especificado,2026-05-06T04:36:40.350561+00:00,,,,,,,,
CASE-093,MSG-325,USR-233,INBOUND,Ambos están confirmados. Me descontaron 200 mil pesos de más.,Argentina,No especificado,2026-05-06T04:36:40.353667+00:00,COBROS_COMISIONES,COBRO_DUPLICADO,NEGATIVO,ALTA,0.95,False,,"El usuario reporta un cobro duplicado en su tarjeta de crédito por 200 mil pesos durante un intento de carga de saldo, con ambas transacciones confirmadas."
CASE-094,MSG-326,USR-560,INBOUND,"Quiero cambiar mi cuenta personal a Business, ¿es automático?",Perú,No especificado,2026-05-06T04:36:42.282899+00:00,CUENTA_PERFIL,CUENTA_BUSINESS,NEUTRAL,MEDIA,0.95,False,,"El usuario consulta sobre el proceso para convertir su cuenta personal a una cuenta Business, lo cual es una solicitud informativa sobre gestión de cuenta y no presenta indicios de fraude."
CASE-094,MSG-327,AGENT-05,OUTBOUND,"No, debes crear un perfil nuevo con el RUC de tu empresa.",Perú,No especificado,2026-05-06T04:36:48.504969+00:00,,,,,,,,
CASE-094,MSG-328,USR-560,INBOUND,Qué lata tener que registrar todo de nuevo. Debería ser un switch.,Perú,No especificado,2026-05-06T04:36:48.508225+00:00,CUENTA_PERFIL,CUENTA_BUSINESS,NEGATIVO,MEDIA,0.95,False,,"El usuario consulta sobre la migración de cuenta personal a Business y expresa insatisfacción con el proceso actual que requiere registro nuevo, pero es una consulta operativa sin indicios de fraude."
CASE-094,MSG-329,USR-560,INBOUND,Pierden mucha agilidad con ese proceso manual.,Perú,No especificado,2026-05-06T04:36:50.889122+00:00,CUENTA_PERFIL,CUENTA_BUSINESS,NEGATIVO,MEDIA,0.95,False,,"El usuario consulta sobre la conversión de cuenta personal a Business y expresa insatisfacción con el proceso manual requerido, sin evidencia de fraude o acceso no autorizado."
CASE-095,MSG-330,USR-815,INBOUND,A minha selfie não passa porque uso óculos escuros por uma cirurgia.,Brasil,No especificado,2026-05-06T04:36:53.083441+00:00,CUENTA_PERFIL,VERIFICACION_IDENTIDAD,NEUTRAL,MEDIA,0.95,False,,"O usuário relata dificuldade no processo de verificação de identidade (selfie) devido ao uso de óculos escuros por motivos médicos, configurando um problema de KYC legítimo."
CASE-095,MSG-331,AGENT-05,OUTBOUND,"Olá, para segurança, precisamos ver seus olhos. Pode tirar por um segundo?",Brasil,No especificado,2026-05-06T04:36:59.377146+00:00,,,,,,,,
CASE-095,MSG-332,USR-815,INBOUND,"Não posso, a luz me faz mal. Posso mandar uma foto do laudo médico?",Brasil,No especificado,2026-05-06T04:36:59.382194+00:00,CUENTA_PERFIL,VERIFICACION_IDENTIDAD,NEUTRAL,MEDIA,0.95,False,,El usuario tiene un problema legítimo de verificación de identidad (KYC): su selfie no pasa porque usa óculos oscuros por razones médicas y propone una solución alternativa (enviar laudo médico).
CASE-096,MSG-333,USR-411,INBOUND,Mi transferencia a España fue rechazada porque el banco dice que soy 'PEP'.,Chile,No especificado,2026-05-06T04:37:01.329251+00:00,CUENTA_PERFIL,CUMPLIMIENTO_NORMATIVO,NEGATIVO,ALTA,0.85,False,,"El usuario reporta un rechazo de transferencia internacional debido a una clasificación como PEP (Persona Políticamente Expuesta), lo que corresponde a un problema de cumplimiento normativo regulatorio, no fraude."
CASE-096,MSG-334,AGENT-04,OUTBOUND,"Hola, ¿tienes algún cargo público o relación con el gobierno?",Chile,No especificado,2026-05-06T04:37:06.541737+00:00,,,,,,,,
CASE-096,MSG-335,USR-411,INBOUND,Soy concejal de una comuna pequeña. ¿Eso qué tiene que ver?,Chile,No especificado,2026-05-06T04:37:06.548384+00:00,CUENTA_PERFIL,CUMPLIMIENTO_NORMATIVO,NEUTRAL,ALTA,0.92,False,,El usuario fue clasificado como PEP (Persona Expuesta Políticamente) por su cargo de concejal; esto es un asunto de cumplimiento normativo y requisitos KYC que requiere acciones regulatorias específicas.
CASE-096,MSG-336,USR-411,INBOUND,"Es discriminación, mi dinero es lícito y transparente.",Chile,No especificado,2026-05-06T04:37:10.017730+00:00,CUENTA_PERFIL,CUMPLIMIENTO_NORMATIVO,NEGATIVO,ALTA,0.92,False,,"El usuario reporta rechazo de transferencia por clasificación PEP (Persona Expuesta Políticamente), un asunto de cumplimiento normativo AML/KYC que requiere explicación clara sobre requisitos regulatorios, no fraude."
CASE-097,MSG-337,USR-132,INBOUND,Me están pidiendo una clave dinámica que no me llega al celular.,México,No especificado,2026-05-06T04:37:12.464420+00:00,SEGURIDAD_FRAUDE,ACCESO_NO_AUTORIZADO,NEGATIVO,ALTA,0.75,True,"⚠️ ALERTA DE SEGURIDAD: Detectamos actividad sospechosa en tu cuenta.  Tu cuenta ha sido bloqueada temporalmente por protección. **No compartas tu clave dinámica (OTP) con nadie, ni siquiera con nuestro equipo por chat.**  Acciones inmediatas: 1. ✓ Cambia tu contraseña desde una conexión segura y dispositivo diferente 2. ✓ No hagas clic en enlaces recibidos por email o SMS 3. ✓ Nuestro equipo de Seguridad se pondrá en contacto contigo en las próximas 24 horas para verificar tu identidad  Si necesitas acceso urgente a tu cuenta, contacta a nuestro equipo de seguridad desde tu número registrado al: [número de atención]. Tu cuenta está protegida.","El usuario reporta que le están pidiendo una clave dinámica que no recibe, lo cual es un patrón típico de ataque de phishing o acceso no autorizado a su cuenta."
CASE-097,MSG-338,AGENT-01,OUTBOUND,¿Tienes activado el roaming o estás en una zona sin señal?,México,No especificado,2026-05-06T04:37:20.669213+00:00,,,,,,,,
CASE-097,MSG-339,USR-132,INBOUND,Tengo señal full. Intenté 5 veces y nada. Estoy bloqueado.,México,No especificado,2026-05-06T04:37:20.674935+00:00,CUENTA_PERFIL,BLOQUEO_CUENTA,NEGATIVO,ALTA,0.85,False,,"El usuario está bloqueado de su cuenta debido a intentos fallidos de recibir la clave dinámica de verificación (OTP) en su teléfono, sin evidencia de fraude activo."
CASE-098,MSG-340,USR-715,INBOUND,Amo Global66 pero el buscador de contactos es muy lento.,Chile,No especificado,2026-05-06T04:37:22.600837+00:00,APP_PLATAFORMA,RENDIMIENTO_LENTO,POSITIVO,BAJA,0.95,False,,"El usuario reporta un problema de rendimiento con el buscador de contactos en la plataforma, mantiene sentimiento positivo hacia la marca y la urgencia es baja."
CASE-098,MSG-341,AGENT-02,OUTBOUND,"Hola, estamos trabajando en una actualización para mejorar la carga.",Chile,No especificado,2026-05-06T04:37:24.469191+00:00,,,,,,,,
CASE-098,MSG-342,USR-315,INBOUND,"Ojalá sea pronto, tengo 200 contactos y se queda pegado el app.",Chile,No especificado,2026-05-06T04:37:24.475460+00:00,APP_PLATAFORMA,RENDIMIENTO_LENTO,NEUTRAL,MEDIA,0.95,False,,"El usuario reporta que el buscador de contactos en la app de Global66 presenta lentitud y se congela con 200 contactos, afectando la experiencia de uso pero sin indicios de fraude o seguridad."
CASE-098,MSG-343,USR-315,INBOUND,Especialmente cuando quiero enviar plata rápido en el café.,Chile,No especificado,2026-05-06T04:37:26.803375+00:00,APP_PLATAFORMA,RENDIMIENTO_LENTO,NEGATIVO,MEDIA,0.92,False,,"El usuario reporta problemas de rendimiento en la aplicación móvil, específicamente con la lentitud del buscador de contactos que afecta su experiencia de uso."
CASE-099,MSG-344,USR-555,INBOUND,Mi tarjeta fue clonada en un viaje a Brasil. Hay 4 compras hoy.,Brasil,No especificado,2026-05-06T04:37:31.721462+00:00,SEGURIDAD_FRAUDE,CLONACION_TARJETA,NEGATIVO,CRITICA,0.95,True,"Entendemos la situación y actuamos inmediatamente. Tu cuenta y tarjeta han sido bloqueadas por seguridad. A continuación, te indicamos los pasos críticos:  1. **No compartas tu OTP o contraseña** con nadie, ni siquiera con nuestro equipo. 2. **Cambia tu contraseña de Global66** desde una conexión segura en el sitio web oficial. 3. **Revisa tu dispositivo** por posibles malware o accesos no autorizados. 4. **No realices nuevas transacciones** hasta confirmar la seguridad de tu cuenta.  Nuestro equipo de seguridad se contactará contigo en las próximas 2 horas para: - Verificar tu identidad - Revisar todas las transacciones del día - Procesar el reembolso de los cargos fraudulentos - Coordinar la emisión de una nueva tarjeta  Mientras tanto, si necesitas acceso urgente a fondos, contáctanos directamente. Tu seguridad es nuestra prioridad.","El usuario reporta clonación de tarjeta con 4 compras fraudulentas realizadas hoy, indicando un incidente de seguridad activo que requiere bloqueo inmediato y acción de protección."
CASE-099,MSG-345,AGENT-01,OUTBOUND,Bloqueamos la tarjeta. ¿Puedes reconocer los montos?,Brasil,No especificado,2026-05-06T04:37:36.128955+00:00,,,,,,,,
CASE-099,MSG-346,USR-555,INBOUND,"Son como 500 reales en total. No fui yo, yo ya estoy en Chile.",Chile,No especificado,2026-05-06T04:37:36.133015+00:00,SEGURIDAD_FRAUDE,CLONACION_TARJETA,NEGATIVO,CRITICA,0.95,True,,"El usuario reporta clonación de tarjeta con 4 transacciones fraudulentas no reconocidas (500 reales) mientras se encontraba en viaje, evidencia clara de incidente de seguridad activo."
CASE-100,MSG-347,USR-211,INBOUND,Quiero invertir en acciones de Tesla pero el botón dice 'Próximamente'.,Chile,No especificado,2026-05-06T04:37:46.688300+00:00,PRODUCTO_INFO,FUNCIONALIDAD_NUEVA,NEUTRAL,BAJA,0.85,False,,El usuario consulta sobre una funcionalidad de inversión en acciones que aún no está disponible en la plataforma de Global66.
CASE-100,MSG-348,AGENT-03,OUTBOUND,Estamos habilitando el mercado de acciones por grupos. Te avisaremos.,Chile,No especificado,2026-05-06T04:37:48.427581+00:00,,,,,,,,
CASE-100,MSG-349,USR-211,INBOUND,Pero mi amigo ya puede comprar y se registró después que yo.,Chile,No especificado,2026-05-06T04:37:48.432848+00:00,PRODUCTO_INFO,FUNCIONALIDAD_NUEVA,NEGATIVO,MEDIA,0.85,False,,"El usuario consulta sobre la disponibilidad de una funcionalidad nueva (compra de acciones) que aún no está habilitada para su cuenta, generando frustración por la inequidad percibida con otros usuarios."
CASE-101,MSG-350,USR-420,INBOUND,Mi transferencia a Perú fue rechazada por 'Exceso de cupo'. ¿Qué es eso?,Chile,No especificado,2026-05-06T04:37:50.765360+00:00,TRANSFERENCIAS_ENVIOS,ENVIO_RECHAZADO,NEUTRAL,MEDIA,0.95,False,,"El usuario reporta un rechazo de transferencia internacional por exceso de cupo, que es una limitación operativa/regulatoria común en transferencias internacionales."
CASE-101,MSG-351,AGENT-02,OUTBOUND,"Hola, has superado el límite mensual de envío para tu nivel de cuenta.",Chile,No especificado,2026-05-06T04:37:52.656167+00:00,,,,,,,,
CASE-101,MSG-352,USR-420,INBOUND,Pero si solo he mandado 500 lucas este mes. El mes pasado mandé más.,Chile,No especificado,2026-05-06T04:37:52.659898+00:00,TRANSFERENCIAS_ENVIOS,ENVIO_RECHAZADO,NEUTRAL,MEDIA,0.85,False,,El usuario reporta un envío rechazado por límite de cupo; es un problema operativo de transferencias sin indicios de fraude o seguridad.
CASE-101,MSG-353,USR-420,INBOUND,"Necesito ampliar el cupo hoy, es para pagar el arriendo de mi mamá.",Chile,No especificado,2026-05-06T04:37:54.764268+00:00,TRANSFERENCIAS_ENVIOS,ENVIO_RECHAZADO,NEGATIVO,ALTA,0.95,False,,"El usuario reporta una transferencia rechazada por exceso de cupo en un envío a Perú; se trata de un problema operativo de límites de cuenta sin indicios de fraude, pero con urgencia alta debido a la necesidad inmediata (pago de arriendo)."
CASE-102,MSG-354,USR-711,INBOUND,The app shows a different balance than my bank statement.,USA,No especificado,2026-05-06T04:37:57.322968+00:00,APP_PLATAFORMA,ERROR_TECNICO,NEUTRAL,MEDIA,0.75,False,,"El usuario reporta una discrepancia entre el saldo mostrado en la app y su extracto bancario, lo que sugiere un error técnico en la plataforma."
CASE-102,MSG-355,AGENT-03,OUTBOUND,Please check if there are any pending transactions or holds.,USA,No especificado,2026-05-06T04:37:59.188950+00:00,,,,,,,,
CASE-102,MSG-356,USR-711,INBOUND,There are no pending charges. 50 dollars just disappeared.,USA,No especificado,2026-05-06T04:37:59.193823+00:00,COBROS_COMISIONES,AJUSTE_SALDO,NEGATIVO,MEDIA,0.75,False,,"El usuario reporta una discrepancia de $50 entre el saldo mostrado en la app y su estado bancario; sin evidencia de transacción no reconocida o acceso no autorizado, se clasifica como un ajuste de saldo inexplicado."
CASE-103,MSG-357,USR-212,INBOUND,Quiero cambiar mi país de residencia de Chile a México en mi perfil.,Chile,No especificado,2026-05-06T04:38:06.545827+00:00,CUENTA_PERFIL,CAMBIO_DATOS_PERFIL,NEUTRAL,MEDIA,0.95,False,,"El usuario solicita cambiar su país de residencia en el perfil, una gestión administrativa de datos personales."
CASE-103,MSG-358,AGENT-01,OUTBOUND,Debes cerrar tu cuenta actual y abrir una nueva con tus datos de México.,Chile,No especificado,2026-05-06T04:38:08.476472+00:00,,,,,,,,
CASE-103,MSG-359,USR-212,INBOUND,¿Y pierdo todo mi historial de envíos y mis beneficios de referido?,Chile,No especificado,2026-05-06T04:38:08.480910+00:00,CUENTA_PERFIL,CAMBIO_DATOS_PERFIL,NEGATIVO,MEDIA,0.85,False,,"El usuario consulta sobre cambiar su país de residencia en el perfil y expresa preocupación sobre la pérdida de historial y beneficios, lo que constituye una consulta de modificación de datos personales con sentimiento negativo por la respuesta inicial del agente."
CASE-103,MSG-360,USR-212,INBOUND,"Es muy poco práctico, deberían poder migrar la cuenta internamente.",Chile,No especificado,2026-05-06T04:38:11.238508+00:00,CUENTA_PERFIL,CAMBIO_DATOS_PERFIL,NEGATIVO,MEDIA,0.85,False,,"El usuario solicita cambiar su país de residencia en el perfil y expresa inconformidad con el proceso requerido (cerrar y abrir nueva cuenta), lo que constituye un reclamo sobre funcionalidad de cambio de datos personales."
CASE-104,MSG-361,USR-504,INBOUND,A minha selfie não é aceita. O sistema diz que a foto está borrada.,Brasil,No especificado,2026-05-06T04:38:13.440245+00:00,CUENTA_PERFIL,VERIFICACION_IDENTIDAD,NEGATIVO,MEDIA,0.95,False,,El usuario reporta problemas con el proceso de verificación de identidad (KYC) ya que el sistema rechaza su selfie por calidad de imagen.
CASE-104,MSG-362,AGENT-05,OUTBOUND,"Olá, tente limpar a lente da câmera e use um fundo neutro.",Brasil,No especificado,2026-05-06T04:38:19.760890+00:00,,,,,,,,
CASE-104,MSG-363,USR-504,INBOUND,Já tentei com 3 celulares diferentes. O erro é no servidor de vocês.,Brasil,No especificado,2026-05-06T04:38:19.766360+00:00,CUENTA_PERFIL,VERIFICACION_IDENTIDAD,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta un problema recurrente con la verificación de identidad (KYC) donde su selfie no es aceptada por el sistema, y tras múltiples intentos en diferentes dispositivos, sospecha que el error está en el servidor de Global66."
CASE-105,MSG-364,USR-132,INBOUND,Me urge saber si mi giro en efectivo en Colombia ya fue cobrado.,Colombia,No especificado,2026-05-06T04:38:22.062170+00:00,TRANSFERENCIAS_ENVIOS,ENVIO_PENDIENTE,NEGATIVO,ALTA,0.85,False,,"El usuario consulta sobre el estado de un giro en efectivo pendiente en Colombia, indicando urgencia por conocer si fue cobrado."
CASE-105,MSG-365,AGENT-02,OUTBOUND,"Hola, el estatus en la app debería cambiar a 'Cobrado' automáticamente.",Colombia,No especificado,2026-05-06T04:38:23.857728+00:00,,,,,,,,
CASE-106,MSG-366,USR-883,INBOUND,Un ejecutivo me pidió mi clave por chat para 'desbloquear' mi cuenta.,México,No especificado,2026-05-06T04:38:23.864332+00:00,SEGURIDAD_FRAUDE,PHISHING_ESTAFA,NEGATIVO,CRITICA,0.95,True,,"El usuario reporta que un supuesto ejecutivo solicitó su clave por chat para desbloquear la cuenta, comportamiento típico de phishing/estafa que constituye un incidente de seguridad activo."
CASE-106,MSG-367,AGENT-01,OUTBOUND,¡CUIDADO! Nosotros nunca pedimos claves. ¿Cómo se llama el ejecutivo?,México,No especificado,2026-05-06T04:38:33.098327+00:00,,,,,,,,
CASE-106,MSG-368,USR-883,INBOUND,Dijo que se llamaba 'Andrés'. Menos mal sospeché y no se la di.,México,No especificado,2026-05-06T04:38:33.104278+00:00,SEGURIDAD_FRAUDE,PHISHING_ESTAFA,NEGATIVO,CRITICA,0.95,True,"⚠️ **ALERTA DE SEGURIDAD** ⚠️  Excelente decisión de no compartir tu contraseña. Has evitado un intento de phishing.  **Acciones inmediatas que debes tomar:**  1. **Cambia tu contraseña ahora mismo** desde la app o web de Global66 con una contraseña fuerte y única. 2. **No compartas nunca códigos OTP o contraseñas** por chat, email o llamada telefónica. Global66 nunca lo pedirá. 3. **Revisa tu cuenta** en busca de movimientos sospechosos o cambios de datos. 4. **Bloquea temporalmente tu tarjeta** si deseas mayor precaución (puedes desbloquearla después).  **Nuestro equipo de seguridad contactará en las próximas horas** para verificar tu cuenta y asegurar que no hay actividad no autorizada.  Si ves movimientos extraños o sospechas más actividad fraudulenta, contáctanos inmediatamente.  ¡Gracias por tu vigilancia! 🛡️","Intento claro de phishing: un tercero suplantó a un ejecutivo de Global66 solicitando credenciales por chat, técnica típica de estafa de acceso no autorizado."
CASE-106,MSG-369,USR-883,INBOUND,Les mando el pantallazo para que lo saquen de su equipo o lo denuncien.,México,No especificado,2026-05-06T04:38:38.004362+00:00,SEGURIDAD_FRAUDE,PHISHING_ESTAFA,NEGATIVO,CRITICA,0.95,True,,"El usuario reporta un intento de phishing activo donde un suplantador se identificó como ejecutivo de Global66 solicitando credenciales por chat, técnica clásica de ingeniería social para comprometer cuentas."
CASE-107,MSG-370,USR-316,INBOUND,Mi tarjeta de madera llegó rallada y el empaque estaba roto.,Chile,No especificado,2026-05-06T04:38:43.514817+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta recibir una tarjeta física dañada (rallada) con empaque comprometido, correspondiendo claramente a un problema de entrega y daño de tarjeta."
CASE-107,MSG-371,AGENT-02,OUTBOUND,Lamentamos el inconveniente. Podemos enviarte una reposición gratis.,Chile,No especificado,2026-05-06T04:38:45.442745+00:00,,,,,,,,
CASE-107,MSG-372,USR-316,INBOUND,"Ok, ¿y cuánto tiempo demora? Porque me voy de viaje en 2 días.",Chile,No especificado,2026-05-06T04:38:45.447399+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,ALTA,0.95,False,,El usuario reporta tarjeta dañada al llegar y requiere reposición urgente con plazo de 2 días por viaje próximo.
